identifier,village_name,lat,lon,viirs_radiance,solar_radiation_j,landuse_code,terrain_slope_deg,ndvi,worldpop_density,rainfall_mm
,Location #8273,11.104919,2.463652,0.31916666,6.512443064121094E8,40,0.5606286,0.29560933,0.3652057,1032.142870310694
,Location #8296,9.102552,1.70377,0.33833334,5.984640489121094E8,20,1.5012047,0.40289116,0.20616403,1455.9173214435577
,Location #8332,10.493737,1.102661,0.3175,6.24839764078776E8,40,0.9470109,0.3574969,0.2875848,1027.710762873292
,Sonsoro,11.059732,2.781561,0.32666665,6.52875665578776E8,40,0.8459896,0.3031621,0.8016064,1023.4979077428579
,Location #8271,10.585556,1.006207,0.29166666,6.278940044121094E8,40,4.4141765,0.31925967,0.9691818,1005.7048275470734
,Location #8284,10.811775,2.419633,0.365,6.45553233578776E8,40,0.79912394,0.31193247,0.14675781,1106.014166355133
,Savè,7.983183,2.489421,0.31166667,5.665363434121094E8,30,1.5050919,0.3372852,0.4467762,1099.9346462488174
,Location #8315,10.422186,1.183058,0.29916668,6.22042583078776E8,30,0.46373534,0.42077821,0.5861769,1137.8223305344582
,Location #8220,9.399387,1.481227,0.33416668,6.057626484121094E8,20,1.3772271,0.39367208,0.32543033,1567.7803283929825
,GUÉMA PEUHL (GASSA WOROU),9.967872,2.979096,0.29666668,6.27808496578776E8,20,0.38859147,0.3554315,0.8612088,1211.29508253932
,Location #8313,6.809846,1.910449,0.30583334,5.41829331578776E8,30,0.46373534,0.63658565,1.5647047,1173.8076246976852
,Location #8297,6.887214,2.736345,0.3425,5.229663982454427E8,10,0.8871463,0.6150394,1.5254562,1418.8928384184837
,Kouporgou,10.231816,1.133367,0.31,6.175493084121094E8,30,1.1420555,0.31473762,0.8366763,1147.9035217612982
,Igbo-Assan,6.790904,2.563328,0.34916666,5.2371873807877606E8,10,1.262835,0.5437462,1.0845697,1341.2288712263107
,Onklou,9.566114,1.98302,0.34666666,6.111751337454427E8,20,1.1264328,0.40564713,0.3678915,1317.141719698906
,Dégouè Domè,6.345395,2.080195,1.095,0.0,30,0.54658026,0.3961,10.228642,1274.0420398712158
,Bagou,10.813423,2.741433,0.43166667,6.47354468078776E8,40,0.59027344,0.26271713,0.5109199,1029.036713063717
,Location #8204,10.678539,1.142219,0.3225,6.30130960078776E8,40,0.4172363,0.3621535,1.071741,1000.4394501447678
,Location #8206,11.059543,2.795397,0.28083333,6.52875665578776E8,40,0.87718135,0.2870345,0.7871824,1023.4979077428579
,Agonkanmè,6.370502,2.016793,0.36083332,5.553865862454427E8,30,0.7336629,0.5126938,1.6325078,1171.1993588209152
,Location #8298,6.927223,1.980081,0.31583333,5.41343061578776E8,10,1.0833104,0.5105421,3.6195414,1210.0318896770477
,Perma,10.135281,1.434449,0.35,6.15236678078776E8,20,0.9719006,0.3437281,0.6990781,1293.635106086731
,Agonvy,6.8692,2.594541,0.355,5.246824102454427E8,20,0.7174587,0.5252804,4.1000853,1274.5550050139427
,Location #8323,6.840373,2.688231,0.32833335,5.220577277454427E8,40,0.43878397,0.5753927,3.7008686,1371.936395585537
,Location #8340,7.431437,2.170835,0.34416667,5.614745459121094E8,20,0.83847153,0.38352028,0.3188448,1186.217019200325
,Location #8327,6.797579,1.690156,0.41166666,5.469043447454427E8,40,0.39420936,0.48533434,6.10639,1238.2565805912018
,Ouara,10.652333,2.636731,0.27916667,6.443727679121094E8,40,0.6615801,0.30981588,0.29289934,1074.1252703666687
,Location #8201,7.653815,1.823582,0.3275,5.80910202578776E8,10,0.23395644,0.34987023,0.1873746,1259.6642293930054
,Location #8245,10.075796,1.299177,0.29833332,6.15470444078776E8,40,0.9363488,0.38905898,0.42871866,1264.5649001598358
,Ganrou,10.150887,3.11943,0.32583332,6.326000749121094E8,30,1.3999509,0.33749208,0.5350021,1185.0663209557533
,Fondo 2,11.06201,3.601015,0.28416666,6.54845755578776E8,40,0.31501308,0.2471697,0.32905337,1031.4160133600235
,SONKOROU,9.835966,3.34167,0.27916667,6.26417009078776E8,20,1.4682059,0.38884026,1.4708799,1330.8183202147484
,Location #8253,10.656968,2.775321,0.305,6.455477189121094E8,40,0.7447918,0.22595319,0.4534324,1053.3388150334358
,Ganganoga,12.38962,2.839262,0.30833334,6.71399917078776E8,40,0.15826853,0.27439207,0.37711987,714.4382463693619
,Location #8300,11.123359,2.381302,0.26833335,6.511613357454427E8,40,0.44142124,0.28444475,0.3801631,1056.0666160136461
,Location #8333,7.397806,2.149449,0.31916666,5.64970723578776E8,40,0.73874736,0.37179795,0.46719682,1257.3107507228851
,Kandi,11.145249,2.960461,0.69083333,6.529314349121094E8,20,0.7724827,0.29456088,2.2086172,1001.6324559152126
,Location #8294,11.401299,2.746388,0.3,6.550180514121094E8,40,0.82876885,0.37219867,0.3207531,943.2388880848885
,Boukombé,10.189572,1.074286,0.33083335,6.175493084121094E8,40,0.24480823,0.30127773,0.76483786,1116.7672371864319
,Ita-Ègbèbi,6.93154,2.705581,0.35,5.229663982454427E8,10,0.45311248,0.63949275,2.4234726,1395.652459859848
,Za-Gohoumé,7.185792,2.243608,0.33166668,5.51064295078776E8,10,0.6243322,0.4366216,4.416271,1197.4034590125084
,Kassèhlo,7.374792,2.017018,0.32833335,5.685112852454427E8,20,0.47394422,0.42735195,0.5360605,1254.9967139959335
,Ouenou,10.003346,3.583844,0.3325,6.36696971578776E8,20,0.73723465,0.45566574,0.2835193,1256.9166321903467
,Grand-Popo,6.430657,1.777546,0.395,5.62114712578776E8,10,0.24456893,0.47551894,1.2113202,1203.0056296288967
,Monlor Monlor,11.316669,3.370807,0.3,6.56130048578776E8,40,0.8806552,0.35674155,0.1325099,923.5302972048521
,Gnémasson,10.305569,2.080999,0.30083334,6.29760371578776E8,40,1.0124347,0.26384607,0.43994772,1125.1219271421432
,Aledjo-Koura,9.302232,1.455635,0.31416667,6.032789864121094E8,40,0.91013527,0.39990506,0.6420071,1589.1961757540703
,Houndossodégon,7.411645,2.128623,0.40333334,5.64970723578776E8,40,1.0975429,0.3747141,0.86830413,1219.9105917811394
,Kongou,11.20446,2.930759,0.30833334,6.53691659578776E8,40,0.28243417,0.28578454,0.7434632,950.4939598888159
,Location #8263,10.317616,1.034044,0.29833332,6.20437152078776E8,40,1.6939542,0.30310756,0.62968606,1101.1168597340584
,Location #8213,9.709666,1.494421,0.465,6.11421255078776E8,20,1.4702965,0.4226385,1.0146124,1293.9725966453552
,Location #8222,6.770077,2.262712,0.39166665,5.321815842454427E8,10,0.76778734,0.46655038,1.3399295,1345.2329322099686
,Kountori,10.391259,0.908591,0.31916666,6.233261422454427E8,40,0.82752514,0.25567168,0.75760764,1094.7580479085445
,Hinzounmè,6.407927,2.05482,0.35416666,5.50780378078776E8,10,0.24579735,0.46802196,1.679207,1227.4443836212158
,Location #8236,11.661448,2.397528,0.30666667,6.55222627078776E8,40,0.41743788,0.30420476,0.554263,924.304795248303
,Location #8283,10.04185,1.985151,0.32166666,6.19898568578776E8,40,1.018009,0.3434935,0.35246062,1308.834199666977
,Location #8330,6.743895,2.260127,0.36583334,5.3278400457877606E8,10,1.2496786,0.55014986,1.405138,1278.6680502295494
,Gambané,11.058068,2.801001,0.32333332,6.52875665578776E8,40,0.71293545,0.30089027,0.7672949,1011.7569805048406
,WABOUDO,9.918423,2.822553,0.34166667,6.207294572454427E8,40,0.9167223,0.32614172,0.45272174,1145.8151788711548
,WOROUMANGASSAROU,10.10328,2.846096,0.31583333,6.28544758578776E8,20,1.1416249,0.38651064,0.55143785,1155.2839632332325
,Datori,10.366626,0.905004,0.30833334,6.233261422454427E8,40,0.31898892,0.31531635,0.6615391,1094.7580479085445
,Ouenou,9.963877,3.333872,0.35583332,6.325411502454427E8,40,1.5610888,0.3684438,0.36822158,1263.005691230297
,Location #8262,10.241305,1.252645,0.3225,6.170536734121094E8,30,1.3349785,0.3452006,0.4504293,1237.1709614992142
,Location #8299,11.274837,2.60239,0.3125,6.543057687454427E8,40,0.44153786,0.315663,0.49281383,989.0391061455011
,Ouroumon,9.920531,3.250711,0.41583332,6.27894537078776E8,40,1.0847842,0.29213017,0.8461352,1358.0110298097134
,Founougo,11.542148,2.614521,0.31583333,6.555112254121094E8,40,0.45315075,0.2569442,0.6629734,947.7464767694473
,Tchankada,6.933934,1.796669,0.41416666,5.464829947454427E8,10,2.3990836,0.56750304,3.6859295,1143.531105697155
,Location #8339,11.497573,2.628906,0.3025,6.555112254121094E8,40,0.77687544,0.27270293,0.47400936,930.9412568695843
,Tchalinga,9.796801,1.39436,0.37166667,6.116976969121094E8,40,1.1406322,0.30775958,1.9933356,1246.2563427686691
,Keroukpogo,10.065135,2.645769,0.42416668,6.27183821078776E8,20,0.63270473,0.42333806,1.1998038,1178.224680681713
,Location #8135,6.811629,1.927092,0.34333333,5.41829331578776E8,10,1.1561021,0.6655829,1.7900941,1173.8076246976852
,Location #8169,10.419874,0.883537,0.32583332,6.233261422454427E8,40,0.8537611,0.2958014,0.6102489,1089.356257736683
,Kpadé,11.011627,2.900124,0.2825,6.51544925078776E8,40,0.88261616,0.26120445,0.7077122,1040.8941694498062
,Dérassi,10.185634,3.194346,0.31083333,6.369141459121094E8,20,0.7000019,0.30071586,0.63212585,1133.3404609560966
,Location #8152,6.37286,2.054576,0.78333336,5.50780378078776E8,30,0.1736871,0.35114002,4.014109,1171.3696105480194
,Poto,11.334118,2.503577,0.36916667,6.540374072454427E8,40,0.24879403,0.29771215,2.079513,1004.7469692230225
,Location #8052,7.248042,2.064028,0.7725,5.543135684121094E8,10,0.519307,0.4866224,8.939998,1259.8825453519821
,Dimari,10.343437,1.331484,0.31416667,6.190242592454427E8,30,1.4993651,0.3634831,0.86444277,1308.519541144371
,Kandi,11.194921,2.979161,0.32833335,6.538297532454427E8,40,0.35102504,0.23346792,0.91752154,970.0442626923323
,Ajentemei,6.800011,1.68761,0.3975,5.469043447454427E8,40,1.4008083,0.4639943,5.8549385,1238.2565805912018
,Zoungou-Pantrossi,10.786249,2.970493,0.2875,6.48013991578776E8,40,0.6727909,0.29495308,0.2617661,1075.6309782098979
,Ouidah,6.381249,2.12982,0.655,5.50780378078776E8,10,1.0094608,0.54477483,4.6914554,1214.18384039402
,Itchèdè,6.885016,2.571412,0.3275,5.246824102454427E8,10,1.3578078,0.5500625,3.5044067,1274.5550050139427
,Mongo,11.143514,2.893238,0.39833334,6.529507797454427E8,40,0.8646092,0.26358345,1.8875753,1001.5775204245001
,Atchonsa,6.855358,2.48194,0.37833333,5.268348062454427E8,10,3.4642186,0.58818364,0.871326,1342.9942299127579
,Location #8167,10.715806,0.866214,0.31,6.30830745578776E8,40,0.92740995,0.2540948,0.47942495,1056.2799633741379
,Boro,10.329644,2.926467,0.31333333,6.360325607454427E8,40,0.73777604,0.35135564,0.3050216,1147.1880915910006
,Location #8079,10.691504,1.211449,0.30416667,6.297688952454427E8,40,0.22055018,0.35404179,0.29474294,1020.2598318234086
,Dunkassa,10.3354,3.119606,0.285,6.38424586578776E8,20,1.105678,0.36055356,0.6150705,1118.4123086929321
,Taba,9.252475,1.638555,0.2825,6.034461717454427E8,20,0.7341779,0.46865767,0.24714015,1494.9724816083908
,Sinawongourou,11.113448,2.772925,0.35333332,6.52875665578776E8,20,0.6939402,0.26010275,1.3351454,1016.8285564929247
,Hagoumey,6.872489,1.746548,0.35999998,5.489089044121094E8,20,1.98757,0.48972917,8.729151,1137.5142875611782
,Toffo,6.824511,2.104374,0.4525,5.3658948357877606E8,10,2.2251854,0.5599734,0.9065524,1236.1055294275284
,Location #8068,6.857989,2.739997,0.33166668,5.229663982454427E8,10,0.7147274,0.65606105,1.4002388,1418.8928384184837
,Ounet,11.24192,2.403369,0.34916666,6.51691481078776E8,20,0.4415118,0.30152845,2.0556324,1020.9633487039246
,Manta,10.336527,1.133431,0.3075,6.19988337078776E8,40,2.8758419,0.3805179,0.7819914,1146.975521095097
,Gomè,6.366718,1.986375,0.34416667,5.553865862454427E8,10,0.3864487,0.58860254,3.2243829,1202.8019081354141
,Dan,7.362749,2.117046,0.35750002,5.64970723578776E8,30,3.134416,0.36519042,1.6884694,1257.3107507228851
,Location #8081,8.242235,2.331042,0.29166666,5.75699458578776E8,10,0.80206484,0.4265398,0.24897933,1190.2376503944397
,Location #8100,6.889703,1.988109,0.4025,5.41343061578776E8,10,0.45308182,0.60081613,3.0214596,1188.5610131025314
,Tobré,10.180623,2.127163,0.29333332,6.270230647454427E8,20,0.77684045,0.38932216,0.48464242,1097.4711591005325
,Location #8120,11.182718,2.734928,0.36666667,6.530555139121094E8,40,0.61055887,0.26993123,0.54512954,988.7111528217793
,Boukombé,10.186448,1.139633,0.37916666,6.175493084121094E8,40,3.063582,0.26737696,0.8709778,1159.6261509656906
,Location #8062,10.458712,1.071034,0.3075,6.24839764078776E8,40,0.23187147,0.34282744,0.8051594,1027.5082430243492
,Monsi,10.178646,2.442948,0.28916666,6.29483820078776E8,40,0.7713643,0.35479277,0.49759126,1082.2390695214272
,Tigninti,10.198582,1.410831,0.31833333,6.16740930078776E8,50,0.0785316,0.3990937,0.75637245,1284.6990847587585
,Location #8105,7.643019,1.903773,0.34166667,5.767395019121094E8,20,0.38769883,0.45884883,0.2068975,1218.3129069209099
,Ouenou,9.91308,3.397953,0.29083332,6.311515454121094E8,40,0.788376,0.33004624,0.5031449,1317.2262930423021
,Location #8165,8.165976,2.527208,0.325,5.710142914121094E8,20,1.0106332,0.41600838,0.1916781,1274.4627707004547
,Location #8137,10.210032,1.015959,0.31583333,6.178929622454427E8,40,1.4240212,0.29779074,0.56036603,1097.6628459692001
,Location #8066,11.141445,2.35539,0.29416665,6.511613357454427E8,40,0.6691933,0.28014472,0.58872396,1056.0666160136461
,Location #8049,6.769833,2.295899,0.35,5.321815842454427E8,10,1.3843005,0.5326273,1.3879646,1345.2329322099686
,Ouinhi,7.043782,2.521517,0.32333332,5.310864234121094E8,10,0.2801435,0.59191,1.2895803,1351.4819293618202
,Location #8126,8.223345,2.327568,0.235,5.75699458578776E8,20,0.49690276,0.36399177,0.32100308,1190.2376503944397
,Illosso-Saharo,6.765624,2.587429,0.325,5.2371873807877606E8,10,3.06913,0.55458987,1.2709442,1341.2288712263107
,Location #8077,10.713426,2.843588,0.2925,6.455477189121094E8,40,0.71986574,0.26155278,0.2840647,1033.6330119371414
,SINANGOUROU,9.785075,3.141232,0.34083334,6.219791052454427E8,40,1.434512,0.32540417,0.42906708,1277.647748798132
,Location #8178,7.502951,2.242259,0.3225,5.649778574121094E8,10,2.3292081,0.42119837,0.35107046,1160.865694820881
,Dannou,6.638886,2.453581,0.40666667,5.277123512454427E8,40,0.07729086,0.517074,3.7556715,1258.3173844516277
,Location #8155,11.352723,2.811995,0.26166666,6.547923319121094E8,40,0.5572005,0.29838452,0.2746796,897.9235190749168
,Location #8186,6.416044,2.073772,0.36916667,5.50780378078776E8,10,0.07729086,0.5997458,4.100342,1227.4443836212158
,Boro,9.487202,3.023123,0.29166666,6.088321937454427E8,40,1.0894259,0.2864024,0.30503482,1218.602428495884
,Sompérekou,11.336542,2.508748,0.32916665,6.540374072454427E8,40,0.40164265,0.30333936,1.8611913,1004.7469692230225
,N'Dali,9.793897,2.706985,0.31,6.159136812454427E8,20,1.2506431,0.42778856,0.5948737,1212.0781351327896
,Location #8133,10.634736,1.135383,0.31416667,6.274326799121094E8,40,0.5202939,0.29907787,0.5062107,964.0793323516846
,Gougnirou,11.435078,2.454644,0.33,6.551547637454427E8,40,0.9411905,0.23984417,0.8975854,968.9210119247437
,Ita-Djebou,6.85997,2.61085,0.4,5.246824102454427E8,10,1.50175,0.51951003,4.0991845,1232.670174151659
,Kpassana,10.959419,3.647213,0.2925,6.535913782454427E8,40,0.79099905,0.31436235,0.83440983,1101.9371792078018
,Location #8157,6.797328,1.984722,0.33666667,5.392434079121094E8,30,0.93066955,0.5463626,1.5433809,1163.0257898569107
,Location #8088,7.007469,1.919914,0.34916666,5.49105513078776E8,20,0.7765903,0.5196676,1.315119,1166.8576158881187
,Location #8181,7.337756,1.782104,0.33,5.68762634578776E8,40,0.1731136,0.43692663,0.28482217,1245.740044593811
,Location #8107,10.802397,2.947645,0.29416665,6.481408869121094E8,40,1.6174244,0.30837727,0.24744347,1055.6949466466904
,Agatogbo,6.391534,1.911743,0.64666665,5.59037997578776E8,10,0.10964845,0.44338274,5.9507585,1179.7462819814682
,Okédjia,6.875503,2.664379,0.34333333,5.229663982454427E8,10,0.9373164,0.4946468,2.9263847,1309.1255625784397
,Location #8138,11.468012,2.425743,0.33583334,6.54060131578776E8,40,0.5732731,0.30265388,0.6299509,960.0507912635803
,Toviklin,6.895444,1.817734,0.39000002,5.464829947454427E8,20,0.9373622,0.47309947,7.854807,1157.4195905923843
,Location #8142,6.700517,2.236948,0.47416666,5.350281767454427E8,10,0.65806377,0.56130165,1.3491265,1250.9959464073181
,Location #8158,8.601327,1.745841,0.29749998,5.89799958078776E8,10,1.1618366,0.4140907,0.3105244,1474.2630774974823
,Tigninti,10.147233,1.440951,0.2925,6.15236678078776E8,40,0.6610382,0.41108322,0.5760262,1293.635106086731
,Location #8190,6.735014,2.430185,0.3575,5.294282217454427E8,30,0.07782794,0.5661714,1.4305093,1206.5340905189514
,Sinawongourou,11.114181,2.767645,0.31333333,6.52875665578776E8,40,0.31903687,0.29777667,1.2991648,1016.8285564929247
,Dérassi,10.177675,3.228319,0.28166667,6.369141459121094E8,40,0.5600901,0.32165197,0.6332278,1111.0208669304848
,Location #8132,9.966237,1.740693,0.32833335,6.17104276578776E8,40,0.55071396,0.3268555,0.4404906,1329.3995683193207
,KINTA,10.047816,3.036383,0.32333332,6.27808496578776E8,30,1.2686858,0.35985026,0.3298881,1231.2628257274628
,Tohozingon,7.3897,2.086932,0.3525,5.64970723578776E8,40,0.318833,0.40023822,0.9077697,1222.662027001381
,Kandérou,11.569592,2.470537,0.3425,6.552649474121094E8,40,0.3470965,0.2652371,0.50180733,950.125207901001
,KPARISSEROU,9.939036,3.153976,0.36333334,6.27894537078776E8,40,1.2951984,0.32959506,1.5299604,1347.1740192770958
,Manta,10.373344,1.10098,0.35583335,6.22414767578776E8,40,0.440861,0.30253386,0.78742963,1098.8597246855497
,Natta,10.21743,1.137093,0.35083333,6.175493084121094E8,40,1.0666249,0.37592432,0.7939156,1147.9035217612982
,Sori,10.738149,2.765861,0.31416667,6.455477189121094E8,40,1.1207132,0.26073352,0.43739143,1029.6456645727158
,Location #8109,11.538063,2.626543,0.32583332,6.555112254121094E8,40,0.4575192,0.272424,0.56432486,947.7464767694473
,Location #8179,6.965288,1.913825,0.4925,5.49105513078776E8,40,2.0327039,0.49812046,3.6278048,1151.3977969288826
,Korontière,10.30769,0.930474,0.31083333,6.208824362454427E8,40,0.31898502,0.29572293,0.47120458,1086.0155206024647
,Tévali,9.813342,1.523162,0.325,6.123462917454427E8,20,1.2665606,0.3374804,1.0488846,1328.7101930379868
,Location #8084,10.377256,3.020617,0.27916667,6.38821771078776E8,30,0.70000726,0.37656075,0.2585395,1158.9423025846481
,Aifa,6.784697,2.290923,0.35916668,5.321815842454427E8,10,2.5282538,0.50976104,1.3939164,1345.2329322099686
,Igbo-Assan,6.821891,2.57127,0.36,5.2371873807877606E8,10,2.5001242,0.5804332,1.0930731,1260.9085936546326
,Location #8055,11.332439,2.606325,0.31666666,6.543057687454427E8,30,0.17558305,0.32226297,0.3237033,992.541650891304
,Keroukpogo,10.262049,2.693489,0.37166667,6.346676672454427E8,20,0.95368785,0.3809447,0.9865033,1109.4412840604782
,Grand-Popo,6.316638,1.952419,0.3125,0.0,90,0.10964023,0.38453078,3.821561,1258.9094398021698
,Location #8056,9.396471,1.700744,0.3175,6.06087118078776E8,10,0.7130094,0.43496484,0.22790396,1443.4671857357025
,Ounet,11.2123,2.448002,0.26583335,6.524866267454427E8,40,0.49867037,0.3131119,0.6545249,1012.4502817988396
,Lolo,11.281563,3.030321,0.32833335,6.551170242454427E8,40,2.0886066,0.29668218,1.2149076,902.8665931224823
,Abomey,7.218395,1.98969,0.5,5.576244752454427E8,10,1.3331243,0.44963473,2.0812812,1236.3301745653152
,Sé,6.740356,2.081756,0.40333334,5.363729462454427E8,10,0.56296456,0.59584904,0.94600564,1165.22685110569
,Location #8194,11.001758,2.763182,0.2875,6.51455621578776E8,40,0.77286226,0.30538642,0.6788725,1023.5691317766905
,Kpinnou,6.566599,1.786465,0.42166668,5.448131949121094E8,10,1.043525,0.47249112,4.0863976,1245.8676830530167
,Location #8144,8.131974,2.707169,0.3125,5.636171789121094E8,10,1.3554343,0.5455741,0.1447941,1253.2575623989105
,Péonga,10.348396,3.277269,0.29,6.40457068578776E8,40,1.8912725,0.34948406,1.1324028,1056.5053889751434
,Location #8098,8.336859,2.154846,0.29333332,5.790315109121094E8,10,1.1162522,0.47565907,0.8245374,1225.6255497932434
,Boro,10.352991,2.934029,0.34,6.381085957454427E8,40,0.77286226,0.31361476,0.40181,1154.3503680229187
,Sé,6.767259,2.0746,0.36333334,5.3658948357877606E8,10,0.24458574,0.69086576,0.693143,1168.9032201766968
,Dipoli,10.324647,0.990435,0.34,6.20437152078776E8,40,0.78102654,0.31852117,0.64172167,1118.6318301558495
