identifier,village_name,lat,lon,viirs_radiance,solar_radiation_j,landuse_code,terrain_slope_deg,ndvi,worldpop_density,rainfall_mm
,Dogbo,6.830855,1.798162,0.49583334,5.443855679121094E8,10,0.8332126,0.5393984,4.667383,1222.6968087553978
,Dogbo,6.751618,1.805409,0.39333335,5.443855679121094E8,20,1.1698531,0.5320425,3.0034862,1260.3416975736618
,Dogbo,6.844253,1.795446,0.4625,5.443855679121094E8,10,1.3214917,0.49851394,6.69279,1222.6968087553978
,Dogbo,6.798397,1.727423,0.35416666,5.469043447454427E8,10,0.34614214,0.47591215,4.120643,1329.2072559595108
,Dogbo,6.799458,1.830819,0.5516667,5.443855679121094E8,10,1.4764289,0.51099986,5.0413547,1260.3416975736618
,Dogbo,6.836216,1.815349,0.41166666,5.443855679121094E8,10,0.93937445,0.54504776,7.2495084,1215.8550060987473
,Dogbo,6.799627,1.810882,0.5341667,5.443855679121094E8,10,2.2564652,0.48540494,4.9707437,1260.3416975736618
,Dogbo,6.787483,1.676318,0.36083335,5.469043447454427E8,40,1.8486888,0.45918173,7.501403,1238.2565805912018
,Dogbo,6.768121,1.837449,0.47333333,5.443855679121094E8,10,0.9699208,0.6121805,2.3291328,1260.3416975736618
,Dogbo,6.737255,1.688478,0.56583333,5.461378019121094E8,40,0.15458144,0.5181069,4.970465,1235.955953836441
,Dogbo,6.762031,1.805281,0.40916666,5.443855679121094E8,20,0.49624652,0.53639483,3.985051,1260.3416975736618
,Dogbo,6.865002,1.791191,0.39416668,5.464829947454427E8,10,1.6362112,0.52567065,8.526728,1156.0460144877434
,Dogbo,6.749757,1.69,0.45749998,5.461378019121094E8,10,0.66091424,0.5113401,5.432478,1235.955953836441
,Dogbo,6.789233,1.681306,0.35333332,5.469043447454427E8,40,0.8869733,0.35844266,7.34166,1238.2565805912018
,Dogbo,6.80569,1.71759,0.41166666,5.469043447454427E8,40,0.66645044,0.46900642,3.3357165,1180.4364247322083
,Dogbo,6.799877,1.840497,0.435,5.443855679121094E8,10,1.5679088,0.49989918,4.064141,1260.3416975736618
,Dogbo,6.779318,1.708487,0.39666668,5.469043447454427E8,10,1.4907609,0.51046413,4.332187,1329.2072559595108
,Dogbo,6.827044,1.737271,0.4425,5.469043447454427E8,40,1.288851,0.5223652,6.8066416,1180.4364247322083
,Dogbo,6.781518,1.858299,0.4125,5.41829331578776E8,10,0.38743111,0.5052731,2.6688805,1252.1364665031433
,Dogbo,6.847559,1.838764,0.44583333,5.443855679121094E8,50,1.4603969,0.44106525,6.8715076,1215.8550060987473
,Dogbo,6.76058,1.724916,0.46083334,5.469043447454427E8,50,0.10968919,0.47919226,4.0541096,1329.2072559595108
,Dogbo,6.847221,1.783892,0.46583334,5.443855679121094E8,10,2.494297,0.5617161,6.882061,1222.6968087553978
,Dogbo,6.857919,1.859417,0.39666668,5.43928060578776E8,10,1.7397894,0.48677495,6.346111,1176.0597479343414
,Dogbo,6.787343,1.741006,0.38333333,5.469043447454427E8,10,0.84005946,0.43625087,4.812914,1329.2072559595108
,Dogbo,6.860479,1.786703,0.40416667,5.464829947454427E8,10,1.0236592,0.46218517,7.97037,1156.0460144877434
,Houéyogbé,6.604947,1.873784,0.325,5.42140451078776E8,10,1.2160825,0.6098534,2.751662,1135.372122645378
,Houéyogbé,6.513041,1.903278,0.31916666,5.499726327454427E8,20,0.31879753,0.5876773,2.3143635,1151.1298215389252
,Houéyogbé,6.54455,1.86524,0.36583334,5.499726327454427E8,20,0.38898376,0.55757624,2.9720616,1114.556163072586
,Houéyogbé,6.512565,1.905979,0.32833332,5.499726327454427E8,20,0.27923214,0.4756838,3.0213127,1151.1298215389252
,Houéyogbé,6.612982,1.865099,0.3425,5.42140451078776E8,20,1.7693106,0.6084918,2.5866086,1135.372122645378
,Houéyogbé,6.513443,1.88207,0.3475,5.499726327454427E8,10,0.24457316,0.42612237,3.5180771,1114.556163072586
,Houéyogbé,6.48422,1.900201,0.34666666,5.499726327454427E8,30,0.0777886,0.4414778,3.229519,1303.216351032257
,Houéyogbé,6.589524,1.879138,0.35999998,5.42140451078776E8,20,0.6375811,0.57416815,3.82027,1080.2714163064957
,Houéyogbé,6.522798,1.888465,0.32666665,5.499726327454427E8,10,0.39657253,0.5166558,3.019261,1114.556163072586
,Houéyogbé,6.506432,1.909131,0.37,5.499726327454427E8,10,0.31879714,0.5477362,2.8157215,1151.1298215389252
,Houéyogbé,6.45808,1.894183,0.40333334,5.499726327454427E8,30,0.41658425,0.50732845,2.8087761,1181.266846895218
,Houéyogbé,6.55854,1.860876,0.5733333,5.42140451078776E8,10,1.32814,0.5498234,5.928117,1080.2714163064957
,Houéyogbé,6.606333,1.864071,0.35833332,5.42140451078776E8,10,0.4514693,0.50432837,4.305878,1135.372122645378
,Houéyogbé,6.524418,1.86542,0.36583334,5.499726327454427E8,10,0.71452135,0.6187223,2.0774786,1114.556163072586
,Houéyogbé,6.483274,1.792771,0.33416668,5.52789177078776E8,10,0.15458144,0.5100561,2.2699003,1203.2948079705238
,Houéyogbé,6.463036,1.897303,0.3575,5.499726327454427E8,20,0.077785,0.5051024,2.6984217,1181.266846895218
,Houéyogbé,6.483644,1.81447,0.40416667,5.52789177078776E8,10,0.23187147,0.65427035,2.625411,1193.4043385982513
,Houéyogbé,6.515833,1.864809,0.41833335,5.499726327454427E8,10,0.17372645,0.5486841,2.1236186,1114.556163072586
,Houéyogbé,6.494872,1.882078,0.3775,5.499726327454427E8,20,0.47021413,0.54804254,1.8452009,1181.266846895218
,Houéyogbé,6.516965,1.870175,0.37333333,5.499726327454427E8,10,0.34744972,0.5398363,2.109611,1114.556163072586
,Houéyogbé,6.523348,1.875585,0.34916666,5.499726327454427E8,10,0.4731142,0.46572226,2.7369688,1114.556163072586
,Houéyogbé,6.499184,1.883333,0.3775,5.499726327454427E8,20,0.47021413,0.54804254,1.8452009,1181.266846895218
,Houéyogbé,6.455833,1.868121,0.37666667,5.499726327454427E8,30,0.2799062,0.4568906,2.261697,1181.266846895218
,Houéyogbé,6.646987,1.845579,0.405,5.448131949121094E8,10,0.10967597,0.6569892,1.4108727,1218.4496094584465
,Houéyogbé,6.5451,1.844408,0.405,5.52789177078776E8,10,0.56294763,0.526035,5.4127526,1153.706233203411
,Houéyogbé,6.580357,1.845884,0.38083333,5.448131949121094E8,20,1.1853077,0.63703465,3.2667527,1195.6689158082008
,Houéyogbé,6.509554,1.915025,0.3825,5.499726327454427E8,20,0.21932152,0.5185619,3.240353,1151.1298215389252
,Houéyogbé,6.633853,1.834103,0.36,5.448131949121094E8,10,0.46685892,0.68157774,1.0630381,1218.4496094584465
,Houéyogbé,6.510455,1.852524,0.38833332,5.499726327454427E8,10,1.7750138,0.6100987,3.1998262,1114.556163072586
,Houéyogbé,6.484464,1.92102,0.40666667,5.499726327454427E8,20,0.21931568,0.42082304,5.116139,1303.216351032257
,Houéyogbé,6.480892,1.872139,0.35166666,5.499726327454427E8,10,0.49164677,0.52821785,2.6965888,1181.266846895218
,Houéyogbé,6.476759,1.826137,0.3425,5.52789177078776E8,30,1.5725317,0.5589606,4.05352,1193.4043385982513
,Houéyogbé,6.47775,1.894046,0.46083334,5.499726327454427E8,20,0.4528016,0.5511946,3.0155807,1181.266846895218
,Houéyogbé,6.59016,1.881627,0.35999998,5.42140451078776E8,20,0.6375811,0.57416815,3.82027,1080.2714163064957
,Houéyogbé,6.545408,1.874221,0.3475,5.499726327454427E8,10,0.38898376,0.5319511,3.1969671,1114.556163072586
,Houéyogbé,6.496855,1.918499,0.3525,5.499726327454427E8,20,0.30916065,0.571686,3.1882815,1303.216351032257
,Houéyogbé,6.534526,1.890532,0.36416668,5.499726327454427E8,10,0.31879815,0.55313003,3.496327,1114.556163072586
,Houéyogbé,6.587134,1.857117,0.41833332,5.42140451078776E8,10,0.6641944,0.5571077,3.9366713,1080.2714163064957
,Houéyogbé,6.505748,1.919566,0.35583335,5.499726327454427E8,20,0.07779169,0.46535796,3.3930373,1151.1298215389252
,Houéyogbé,6.509123,1.918004,0.3725,5.499726327454427E8,20,0.3864487,0.499561,4.482179,1151.1298215389252
,Houéyogbé,6.64418,1.825126,0.37,5.448131949121094E8,10,0.82397103,0.6125237,1.6336277,1218.4496094584465
,Houéyogbé,6.482029,1.92832,0.4275,5.499726327454427E8,20,0.3187964,0.43644136,4.9199276,1303.216351032257
,Houéyogbé,6.503487,1.908243,0.35083333,5.499726327454427E8,20,0.41658962,0.44954517,2.5765278,1151.1298215389252
,Houéyogbé,6.574782,1.847779,0.45083332,5.448131949121094E8,10,0.27924314,0.5759409,4.358826,1195.6689158082008
,Houéyogbé,6.469083,1.884435,0.36416668,5.499726327454427E8,20,0.10965678,0.5261313,4.159844,1181.266846895218
,Houéyogbé,6.500057,1.870391,0.39166665,5.499726327454427E8,20,0.5584476,0.56934875,3.182027,1114.556163072586
,Houéyogbé,6.516427,1.888852,0.3075,5.499726327454427E8,10,0.41659117,0.504763,3.2071452,1114.556163072586
,Houéyogbé,6.483646,1.873666,0.38,5.499726327454427E8,10,0.48913446,0.47980136,2.1224656,1181.266846895218
,Houéyogbé,6.535726,1.886312,0.38833332,5.499726327454427E8,10,0.24457432,0.57933575,2.2271833,1114.556163072586
,Houéyogbé,6.542935,1.867751,0.37833333,5.499726327454427E8,10,0.56607795,0.5818914,2.685385,1114.556163072586
,Houéyogbé,6.493526,1.891258,0.35583332,5.499726327454427E8,20,0.5465835,0.52822345,2.4500222,1181.266846895218
,Houéyogbé,6.508116,1.879809,0.40916666,5.499726327454427E8,10,0.30916065,0.63702536,3.383062,1114.556163072586
,Houéyogbé,6.484681,1.936515,0.39083335,5.499726327454427E8,30,0.66768956,0.5444021,4.2064962,1303.216351032257
,Houéyogbé,6.474813,1.898514,0.39583334,5.499726327454427E8,30,0.77286226,0.5474062,3.5983791,1181.266846895218
,Houéyogbé,6.526832,1.909674,0.39833334,5.499726327454427E8,10,0.17373016,0.47106293,3.8272004,1151.1298215389252
,Houéyogbé,6.507889,1.872869,0.395,5.499726327454427E8,10,0.4968487,0.6323685,2.2551765,1114.556163072586
,Houéyogbé,6.533392,1.883205,0.34166667,5.499726327454427E8,10,0.46373534,0.5840481,2.3076792,1114.556163072586
,Houéyogbé,6.635711,1.824245,0.41083333,5.448131949121094E8,10,0.45290658,0.5928863,1.2672958,1218.4496094584465
,Houéyogbé,6.497372,1.880058,0.33583334,5.499726327454427E8,10,0.15558103,0.5190184,2.6683285,1181.266846895218
,Houéyogbé,6.498603,1.887004,0.35833332,5.499726327454427E8,20,0.3187969,0.51821303,2.653961,1181.266846895218
,Houéyogbé,6.495742,1.866965,0.34916666,5.499726327454427E8,10,0.38894755,0.6025455,4.11441,1181.266846895218
,Houéyogbé,6.504229,1.915958,0.35833332,5.499726327454427E8,20,0.3864487,0.47356147,3.017967,1151.1298215389252
,Houéyogbé,6.466046,1.887044,0.3275,5.499726327454427E8,20,0.38734084,0.4486227,4.1782303,1181.266846895218
,Houéyogbé,6.453205,1.859595,0.41333333,5.499726327454427E8,30,0.31879514,0.52984774,2.3281631,1181.266846895218
,Houéyogbé,6.588955,1.835915,0.3625,5.448131949121094E8,20,0.6921988,0.51098233,3.0684192,1195.6689158082008
,Houéyogbé,6.457977,1.864356,0.37666667,5.499726327454427E8,30,0.2799062,0.4568906,2.261697,1181.266846895218
,Houéyogbé,6.472301,1.828089,0.36333334,5.52789177078776E8,30,0.76526046,0.51039445,4.2254143,1193.4043385982513
,Houéyogbé,6.469008,1.898306,0.37416667,5.499726327454427E8,30,0.63757205,0.5173561,2.824336,1181.266846895218
,Houéyogbé,6.462889,1.882428,0.39833334,5.499726327454427E8,20,0.3880317,0.51708955,4.3064194,1181.266846895218
,Houéyogbé,6.525987,1.889062,0.32666665,5.499726327454427E8,10,0.39657253,0.5166558,3.019261,1114.556163072586
,Houéyogbé,6.477706,1.915714,0.41416666,5.499726327454427E8,10,0.5211361,0.5393633,4.1303535,1303.216351032257
,Houéyogbé,6.550216,1.868801,0.3825,5.42140451078776E8,20,0.2792391,0.42420062,3.8367593,1080.2714163064957
,Houéyogbé,6.465166,1.891542,0.3225,5.499726327454427E8,50,0.15557075,0.44925812,3.662008,1181.266846895218
,Houéyogbé,6.55786,1.837825,0.5275,5.448131949121094E8,10,1.3510097,0.6551204,6.025178,1195.6689158082008
,Houéyogbé,6.481117,1.899344,0.38416666,5.499726327454427E8,10,0.559817,0.38819796,3.3885474,1181.266846895218
,Houéyogbé,6.515186,1.884568,0.3475,5.499726327454427E8,10,0.24457316,0.42612237,3.5180771,1114.556163072586
,Houéyogbé,6.640592,1.829967,0.3525,5.448131949121094E8,10,0.945471,0.59164333,1.4284683,1218.4496094584465
,Houéyogbé,6.476091,1.905406,0.42083332,5.499726327454427E8,20,0.32896823,0.45768407,4.9936304,1303.216351032257
,Houéyogbé,6.588945,1.875349,0.42416668,5.42140451078776E8,10,0.41860324,0.55759287,3.2677226,1080.2714163064957
,Houéyogbé,6.491119,1.924841,0.37833333,5.499726327454427E8,20,0.2792287,0.36073297,5.245215,1303.216351032257
,Houéyogbé,6.500156,1.91217,0.36083335,5.499726327454427E8,10,0.3460999,0.6232824,3.4343922,1151.1298215389252
,Houéyogbé,6.508877,1.923942,0.3875,5.499726327454427E8,20,0.07779272,0.48108828,4.041059,1151.1298215389252
,Houéyogbé,6.510835,1.910627,0.34,5.499726327454427E8,10,0.32898027,0.3903876,3.9023387,1151.1298215389252
,Houéyogbé,6.458747,1.882664,0.38083333,5.499726327454427E8,10,0.6375708,0.525156,3.7737255,1181.266846895218
,Houéyogbé,6.481006,1.910766,0.42083335,5.499726327454427E8,50,0.4961345,0.45917398,5.1905603,1303.216351032257
,Houéyogbé,6.494575,1.874099,0.335,5.499726327454427E8,10,0.15458144,0.57798874,3.0213554,1181.266846895218
,Houéyogbé,6.657628,1.822752,0.33333334,5.43595677578776E8,10,0.6663802,0.60865813,2.704987,1208.1941460371017
,Houéyogbé,6.470723,1.8611,0.37583333,5.499726327454427E8,10,0.82454515,0.3743428,3.7686186,1181.266846895218
,Houéyogbé,6.580506,1.853884,0.495,5.42140451078776E8,10,1.0789516,0.5678115,5.6998916,1080.2714163064957
,Houéyogbé,6.504487,1.94533,0.4575,5.499726327454427E8,10,3.2673614,0.51505905,5.933794,1151.1298215389252
,Houéyogbé,6.539722,1.860373,0.36333334,5.499726327454427E8,20,0.59186625,0.5297691,2.2962036,1114.556163072586
,Houéyogbé,6.503693,1.887296,0.37666667,5.499726327454427E8,10,0.2445725,0.57278734,2.470039,1114.556163072586
,Houéyogbé,6.589411,1.848696,0.37666667,5.448131949121094E8,50,1.1077962,0.5278125,4.6236987,1195.6689158082008
,Houéyogbé,6.595313,1.867997,0.42916667,5.42140451078776E8,10,1.6114655,0.4889099,4.938533,1080.2714163064957
,Houéyogbé,6.542104,1.852341,0.39333335,5.499726327454427E8,10,0.8686055,0.41669887,5.3513107,1114.556163072586
,Houéyogbé,6.480305,1.857519,0.39833334,5.499726327454427E8,10,0.77604425,0.49674457,4.444353,1181.266846895218
,Houéyogbé,6.494259,1.910389,0.35,5.499726327454427E8,20,0.27992034,0.57518476,3.200726,1303.216351032257
,Houéyogbé,6.534932,1.875288,0.33666667,5.499726327454427E8,10,0.4514515,0.55566144,3.8968248,1114.556163072586
,Houéyogbé,6.612462,1.877094,0.375,5.42140451078776E8,10,2.5501015,0.5285718,4.5035634,1135.372122645378
,Kalalé,10.436645,3.281047,0.29666668,6.419523817454427E8,20,1.0871305,0.45047584,0.55449384,1140.5065780878067
,Kalalé,10.492312,3.791043,0.28916666,6.48786167578776E8,20,0.55117816,0.3020363,0.49195924,1250.97282615304
,Kalalé,10.271966,3.046201,0.26166666,6.372263209121094E8,20,1.4361495,0.38515356,0.3517667,1127.0647192001343
,Kalalé,10.46559,3.755847,0.3325,6.48786167578776E8,40,0.67015296,0.34846348,0.5096253,1250.97282615304
,Kalalé,10.608119,3.580368,0.3025,6.483706699121094E8,20,1.0404832,0.30657774,0.38575757,1244.4974881708622
,Kalalé,10.077837,3.075133,0.32833332,6.326000749121094E8,20,1.1230814,0.35078883,0.36709088,1209.6427211761475
,Kalalé,10.415457,3.302898,0.2975,6.419523817454427E8,20,1.181149,0.45639127,0.5180452,1177.663654088974
,Kalalé,10.582734,3.817364,0.31333333,6.498481572454427E8,20,0.47176275,0.30067647,0.9151817,1192.2327399253845
,Kalalé,10.562955,3.613704,0.295,6.483706699121094E8,30,0.2820077,0.2803977,0.5235881,1238.6945519447327
,Kalalé,10.206349,3.447956,0.28583333,6.393859262454427E8,40,0.83424926,0.349627,0.3502236,1099.6345598697662
,Kalalé,10.304563,3.360783,0.31416667,6.414883949121094E8,10,1.2941732,0.42809796,0.82782274,1061.9969257712364
,Kalalé,10.16035,3.628575,0.30916667,6.41366427578776E8,20,0.8865008,0.41040766,0.38065404,1240.4984592795372
,Kalalé,10.611269,3.615146,0.30916667,6.483706699121094E8,30,0.45275912,0.3834723,0.37426573,1245.937924027443
,Kalalé,10.083176,3.16087,0.3075,6.337425892454427E8,40,0.95683527,0.3342726,0.3787131,1212.3982157707214
,Kalalé,10.467551,3.753482,0.3125,6.48786167578776E8,30,0.2481402,0.2683683,0.49355164,1250.97282615304
,Kalalé,10.08567,3.031452,0.29666668,6.314104947454427E8,20,0.6327434,0.38247377,0.27742848,1204.7712701559067
,Kalalé,10.498022,3.612385,0.29500002,6.467341867454427E8,30,0.8194973,0.34526393,0.3648089,1256.5868476629257
,Kalalé,10.100669,3.021926,0.28333333,6.314104947454427E8,20,1.0464848,0.32446134,0.34102833,1204.7712701559067
,Kalalé,10.562794,3.76633,0.23333333,6.498481572454427E8,20,0.7776829,0.38808012,0.5402816,1226.1692762374878
,Kalalé,10.154111,3.627341,0.2925,6.41366427578776E8,20,0.5709461,0.49633953,0.37015212,1240.4984592795372
,Kalalé,10.634307,3.706884,0.26583332,6.490755864121094E8,40,0.5640962,0.3000639,0.29727054,1239.2739176750183
,Kalalé,10.365632,3.240636,0.2775,6.409698174121094E8,20,0.5202005,0.36076763,1.166158,1094.7536761760712
,Kalalé,10.123903,3.036656,0.31166667,6.314104947454427E8,20,1.2149992,0.36353645,0.37826836,1171.4664385318756
,Kalalé,10.179712,3.406511,0.3075,6.393859262454427E8,20,0.7807978,0.35938206,0.35014156,1126.7876424193382
,Kalalé,10.156416,3.529913,0.305,6.40435016578776E8,20,1.3867828,0.40161318,0.42126676,1181.7852929234505
,Kalalé,10.3095,3.472409,0.29083332,6.42456991578776E8,40,0.66985726,0.35356432,0.7938617,1179.102394580841
,Kalalé,10.368872,3.324256,0.27416667,6.419523817454427E8,20,1.2569813,0.39123967,0.40885112,1090.4200187027454
,Kalalé,10.251117,3.516053,0.30083334,6.42456991578776E8,20,1.0193063,0.3873147,0.44084778,1199.3580434322357
,Kalalé,10.520703,3.612404,0.32083333,6.467341867454427E8,30,0.45272312,0.23569073,0.4562257,1255.8336526155472
,Kalalé,10.131861,3.092377,0.28916666,6.326000749121094E8,20,1.2772526,0.38542092,0.5568276,1194.8997583389282
,Kalalé,10.601889,3.683867,0.3075,6.490755864121094E8,30,0.8343985,0.31785345,0.3246094,1241.1574852466583
,Kalalé,10.386808,3.202266,0.25333333,6.409698174121094E8,40,0.867751,0.31756026,0.8062952,1094.7536761760712
,Kalalé,10.203484,3.076791,0.305,6.35885323078776E8,40,1.2004153,0.33889747,0.4987632,1118.1617459058762
,Kalalé,10.598222,3.684156,0.31666666,6.490755864121094E8,30,0.6183033,0.3017986,0.3228974,1239.6281988620758
,Kalalé,10.208423,3.549749,0.29166666,6.41366427578776E8,20,0.66966486,0.37569678,0.5130371,1205.1498336941004
,Kalalé,10.335415,3.10775,0.27833334,6.38424586578776E8,30,0.91778684,0.3375899,0.5381913,1118.4123086929321
,Kalalé,10.59347,3.683888,0.33416668,6.490755864121094E8,20,0.48967317,0.30781448,0.3199336,1239.6281988620758
,Kalalé,10.076491,3.268254,0.31666666,6.352367164121094E8,20,0.95453745,0.39861083,0.37649024,1187.2669204473495
,Kalalé,10.383273,3.3397,0.30416667,6.419523817454427E8,20,1.4895526,0.3533003,0.3828165,1090.4200187027454
,Kalalé,10.425925,3.44632,0.30333334,6.429765607454427E8,40,1.0572915,0.30529442,0.5606682,1230.3974347114563
,Kalalé,10.197644,3.493078,0.29666668,6.40435016578776E8,40,1.2395532,0.3477628,0.34935188,1156.7898970842361
,Kalalé,10.431628,3.50452,0.28666666,6.44096533078776E8,20,0.2448277,0.3306542,0.50618064,1214.457473218441
,Kalalé,10.292165,3.202097,0.26583335,6.39449019578776E8,40,0.77137554,0.3329157,0.91358477,1071.7668468356133
,Kalalé,10.282725,3.338052,0.33583334,6.40457068578776E8,20,1.225438,0.47195882,0.77617806,1022.2991848513484
,Kalalé,10.614508,3.775588,0.30833334,6.498481572454427E8,30,0.5972782,0.28189296,0.49618855,1220.824525475502
,Kalalé,10.23873,3.386089,0.33666667,6.393859262454427E8,20,0.77738684,0.39470813,0.5765823,1069.293197453022
,Kalalé,10.45473,3.176747,0.2375,6.424658877454427E8,40,0.9053368,0.32003248,0.5139853,1140.097592830658
,Kalalé,10.522946,3.74535,0.30666667,6.478108554121094E8,40,0.3930574,0.33312973,0.5419194,1256.3853540420532
,Kalalé,10.194001,3.039086,0.2775,6.346912069121094E8,20,1.2251582,0.35802108,0.35740423,1147.022261917591
,Kalalé,10.240817,3.177705,0.27833334,6.369141459121094E8,40,1.4259738,0.33512884,0.84258014,1106.6389233469963
,Kalalé,10.528047,3.591985,0.30916667,6.467341867454427E8,20,0.6724062,0.40325066,0.456356,1263.1922804117203
,Kalalé,10.452282,3.607701,0.31083333,6.467341867454427E8,20,0.47034797,0.40427867,0.38770002,1256.5868476629257
,Kalalé,10.207504,3.084259,0.26333332,6.35885323078776E8,20,1.0915056,0.30799958,0.52235085,1118.1617459058762
,Kalalé,10.617777,3.741012,0.29333332,6.490755864121094E8,40,0.5257026,0.2937594,0.3474696,1239.2739176750183
,Kalalé,10.508774,3.69864,0.28583333,6.478108554121094E8,40,0.6723819,0.31994283,1.0443864,1267.4491728544235
,Kalalé,10.193081,3.470435,0.28833333,6.40435016578776E8,20,0.5900844,0.3483346,0.33921036,1156.7898970842361
,Kalalé,10.159741,3.050881,0.31333333,6.35885323078776E8,30,1.1418009,0.35269418,0.8497262,1157.6640315055847
,Kalalé,10.204532,3.028417,0.27583334,6.346912069121094E8,30,0.7438132,0.31870106,0.3216281,1130.8368351459503
,Kalalé,10.269715,3.289803,0.25583333,6.40457068578776E8,10,1.445614,0.37310597,0.52251965,1036.2574679851532
,Kalalé,10.137445,3.238967,0.30416667,6.337425892454427E8,40,1.7442533,0.358503,0.53715575,1176.4213207960129
,Kalalé,10.231248,3.155489,0.33,6.369141459121094E8,20,1.0070949,0.3669661,1.1659642,1106.6389233469963
,Kalalé,10.212874,3.448354,0.32,6.393859262454427E8,20,0.671956,0.37207344,0.34488484,1099.6345598697662
,Kalalé,10.193061,3.304856,0.29833335,6.380308652454427E8,20,0.94544846,0.3560553,1.2911159,1074.874345421791
,Kalalé,10.179166,3.114398,0.29500002,6.35885323078776E8,40,1.0786455,0.31199086,0.6456464,1140.4452772140503
,Kalalé,10.44698,3.259936,0.295,6.419523817454427E8,40,1.1938674,0.31195584,0.57315826,1140.5065780878067
,Kalalé,10.259878,3.54374,0.28916666,6.42456991578776E8,20,0.4775687,0.44188893,0.49844438,1199.3580434322357
,Kalalé,10.177083,3.260634,0.30083334,6.380308652454427E8,40,1.0569915,0.28931257,1.2038554,1066.723705291748
,Kalalé,10.077589,3.173729,0.2725,6.337425892454427E8,40,1.170862,0.34634355,0.38823962,1212.3982157707214
,Kalalé,10.062575,3.23923,0.3,6.337425892454427E8,20,0.8271494,0.3907656,0.41643286,1198.1373279094696
,Kalalé,10.646926,3.722237,0.32083333,6.490755864121094E8,40,0.66157645,0.23469575,0.12898573,1239.2739176750183
,Kalalé,10.464175,3.190564,0.2775,6.424658877454427E8,40,0.7326044,0.32367513,0.7623628,1140.097592830658
,Kalalé,10.223058,3.160739,0.34416667,6.369141459121094E8,20,0.95361304,0.39715716,1.1540618,1106.6389233469963
,Kalalé,10.362803,3.240471,0.2775,6.409698174121094E8,20,0.5202005,0.36076763,1.166158,1094.7536761760712
,Kalalé,10.486386,3.608251,0.295,6.467341867454427E8,30,0.73262024,0.35075444,0.3539329,1256.5868476629257
,Kalalé,10.201869,3.479563,0.31833333,6.40435016578776E8,20,1.1234953,0.34367245,0.34395668,1136.137113571167
,Kalalé,10.229263,3.299007,0.355,6.380308652454427E8,20,1.8098677,0.37054455,0.5286584,1043.4773705601692
,Kalalé,10.086899,3.195285,0.295,6.337425892454427E8,20,0.9451261,0.34204707,0.7998388,1212.3982157707214
,Kalalé,10.385065,3.298046,0.4491667,6.419523817454427E8,20,0.4526704,0.4303374,0.5293147,1095.5018055438995
,Kalalé,10.458502,3.542851,0.30333334,6.456118174121094E8,10,0.5555615,0.4478823,0.95451075,1212.8494446538389
,Kalalé,10.422192,3.192763,0.26916668,6.409698174121094E8,20,0.28191844,0.361942,0.58716464,1139.0776040554047
,Kalalé,10.437233,3.171849,0.29833335,6.409698174121094E8,40,0.56384015,0.31542364,0.4853274,1139.0776040554047
,Kalalé,10.587448,3.696374,0.335,6.490755864121094E8,40,0.5634097,0.36550894,0.3229488,1239.6281988620758
,Kalalé,10.183479,3.260855,0.25166667,6.380308652454427E8,40,1.1054591,0.3288825,0.89445174,1066.723705291748
,Kalalé,10.187441,3.450225,0.33833334,6.40435016578776E8,20,3.5827682,0.3683687,0.379547,1156.7898970842361
,Kalalé,10.383335,3.441184,0.30833334,6.429765607454427E8,20,1.1810235,0.36166072,0.72423446,1167.2287542633712
,Kalalé,10.339242,3.177372,0.33333334,6.39449019578776E8,40,1.3901416,0.3406946,0.67742854,1105.1683926582336
,Kalalé,10.303016,3.362818,0.30416667,6.414883949121094E8,20,1.368102,0.38902968,0.86895466,1061.9969257712364
,Kalalé,10.249389,3.383793,0.31416667,6.393859262454427E8,40,0.17339122,0.34818864,0.5743288,1069.293197453022
,Kalalé,10.380194,3.460171,0.45166665,6.44096533078776E8,20,1.169804,0.3813653,1.178976,1171.4466632008553
,Kalalé,10.173524,3.341483,0.26500002,6.380308652454427E8,40,0.2203641,0.3659046,0.56778085,1074.874345421791
,Kalalé,10.477686,3.540721,0.3325,6.456118174121094E8,40,0.0786008,0.3079297,0.8579548,1212.8494446538389
,Kalalé,10.182507,3.407045,0.28583333,6.393859262454427E8,40,0.60761815,0.35543647,0.34649253,1126.7876424193382
,Kalalé,10.10052,3.018885,0.28333333,6.314104947454427E8,20,1.0464848,0.32446134,0.34102833,1204.7712701559067
,Kalalé,10.274271,3.133933,0.27416667,6.38424586578776E8,30,1.2566086,0.3331973,0.48804066,1121.4507756084204
,Kalalé,10.536918,3.808228,0.27083334,6.48786167578776E8,20,0.4896633,0.35401735,0.3753212,1230.2154264450073
,Kalalé,10.202296,3.020462,0.2975,6.346912069121094E8,20,1.6607572,0.3711598,0.3026765,1130.8368351459503
,Kalalé,10.312261,3.155029,0.29583335,6.39449019578776E8,30,0.8402157,0.36833903,0.6195167,1105.1683926582336
,Kalalé,10.245884,3.511673,0.29416665,6.40435016578776E8,20,1.2691227,0.33526054,0.41938442,1169.8720837533474
,Kalalé,10.596556,3.590796,0.3075,6.483706699121094E8,20,0.73448825,0.3870384,0.3791982,1264.0370504260063
,Kalalé,10.355234,3.521805,0.32333332,6.44096533078776E8,10,0.6095566,0.4363618,0.5039526,1194.5549592673779
,Kalalé,10.137371,3.074027,0.325,6.326000749121094E8,40,0.9388917,0.34497687,0.636855,1194.8997583389282
