village_name,longitude,latitude,population
Kpebera,2.704550786470882,10.434760231126601,62
Ounet,2.450742819840286,11.2181666545139,46
Gomparou,2.4615327830933147,11.335290650621168,36
Gbèzounmè,2.01615112615177,6.337817960089133,113
Malanville,3.230967174654215,11.921176054830338,59
Dassa-Zoumé,2.1717798540244173,7.624437665867262,44
Pouya,1.4688160132804795,10.266529632925154,90
Sanrin-Kpinlè,2.563820909750843,6.70609224851145,598
Gah Bouay,2.745302188294751,10.286537491916343,36
Donwari,2.8551243630516536,11.142991047438214,39
Location #14422,1.949497731017849,9.94949022376763,49
Location #13788,1.6396605196549823,9.867697463642513,52
FO DAROU,3.250458509393997,9.68701667702504,39
Yarra,2.508517019965355,10.515360999593732,52
Location #11452,3.0136187680456006,9.367027701791471,67
Location #15128,2.0848844016381602,6.487659849944323,44
Location #6518,1.856965808454243,7.287232769973497,139
Location #4657,0.8756826549116543,10.490341278205719,214
Agatogbo,1.9181807143237302,6.382853894637702,446
Location #16763,1.6894551351536446,9.136751222126927,28
GBÉGOUROU,2.9989880259100135,9.967412546183258,72
Goumori,2.314316499744492,11.111366839317427,85
Kouandé,1.7525428841463817,10.413118051980806,36
Kandi,2.822958035527677,11.035714854709116,39
Sèmèrè II,1.4059094516100488,9.51150845425577,54
Location #12426,2.8486549539068067,11.021621493412022,59
Soroko,2.399818052590486,11.332076263169236,44
Location #16333,2.7175471451714976,11.434973941621699,36
Savalou,1.8942086239042282,7.683494473911922,31
Location #14275,1.6430934744598487,9.816081911690373,49
Boussoura,2.9130118846485704,10.32929060120061,75
Location #14150,1.6800490369829213,9.452909486823827,49
Zè,2.2495340316081456,6.69026978782666,31
Massoupouna,3.654729057877173,11.136728477413904,101
Tchaourou,2.914713854146096,9.268073500696323,85
Location #9081,2.616881048987272,11.520753582478644,90
Lokossa,1.8267386721295555,6.706741656642022,1732
Manigri,1.6917515519518294,8.956489599886572,46
Tchaourou,2.8792743958552767,9.323759392835987,44
Location #15931,1.6151250794735554,9.952124286522087,39
Koutangou,1.074382786881945,10.367881083453707,26
Location #15092,2.961032342487067,10.79530802840846,44
Kandérou,2.527675328586631,11.52017134336493,28
Location #16814,1.8516309144004042,7.552727821853317,28
Location #15328,1.6677945618740115,9.91295084004709,44
Tchaourou,2.718867625283031,8.827760855622751,36
Ouinhi,2.502344865762667,7.067663728599515,13
Soroko,2.3966549743925136,11.349688679646874,39
Natitingou,1.3343967391134912,10.41893265379029,44
Kalalé,3.2189596143545702,10.411494810691288,72
Kalalé,3.1933276920587397,10.204935092044838,131
Location #10092,1.91932128551025,7.5266904809724,77
Kabo,3.0400632323663928,9.153103280725425,57
Location #11955,2.320677504954026,11.148752591237749,62
Founougo,2.5093709171378467,11.50032701320445,57
Location #14413,2.611761206054138,11.380094045979483,49
Kofounon,2.5847270596832392,11.608034846165324,62
Location #5592,1.370162638652269,10.618528037179543,170
Dassa-Zoumé,2.411113331614646,7.599961769177624,222
Agoua,1.9434409706973463,8.332642307038629,204
Kérou,2.1420898508432513,10.812257851205425,64
Tanta,2.2182794868267717,6.70531451299806,237
Goro,2.511636603345655,8.992818265227841,57
Location #14546,1.6286053300456527,9.228508636044351,49
Ouenou,3.516241068011346,9.874224275350244,59
Location #5976,1.851340862864419,9.73838314952057,157
Kétou,2.5159895755059396,7.194749123170421,52
Ouèssè,2.548488109032072,8.699197411553964,54
Banikoara,2.434063199382204,11.149615867962314,21
Nikki,3.416050399651224,10.050912309511665,21
Savalou,1.7665541921047538,7.678320703923063,82
Sonsoro,2.722758255290815,11.079261247887672,41
Location #15523,0.8725408895305079,10.331530073678143,41
Savalou,2.1011024716669238,7.566274495767788,72
Kandi-Fô,2.993743455254693,11.088706978197555,250
Gnanro,2.3925606236127965,10.379759862032763,44
Location #8288,2.056774026368619,6.418121172604876,103
Tantéga,1.0048407217811723,10.847247124012185,70
Pobè,2.66175472373046,7.086144078891802,46
Location #16922,2.5838516685860053,11.179546151409541,26
Location #9616,1.3878620566372428,10.404820100753097,82
Location #13858,1.449806636612756,9.924211808290597,52
Bopa,1.939887250428542,6.688336516048946,57
Location #13350,2.173024222932637,11.120411669463369,54
Location #10015,2.6428228470265474,11.423918121635669,80
Lokossa,1.9076866447061185,6.767460862252858,49
Parakou,2.5409572975687245,9.331344379880397,142
Kouandé,1.7360462780452044,10.316210749789393,113
Kalalé,3.2659926695037442,10.26165743527108,245
Atchabita,2.4663112107636413,6.924371092499124,77
Sé,2.112335328089238,6.791286239634787,52
Tchaourou,2.4535922471206097,9.482583582344848,95
Location #12428,2.3225418774113495,10.970492996017729,59
Location #5868,1.1217979169969035,10.397796614054347,160
Savalou,1.9684980770847342,7.752935507973613,75
Gandobou,2.6559143354478736,10.771502514367693,160
Location #8445,2.125583222393,11.099178475910177,101
Pira,1.8157402545593189,8.473235553476052,70
Pobè,2.641315622313188,7.086337804927332,281
Comè,1.8882013905098713,6.428513809975685,84
Location #15754,2.4739651945684833,11.043021732130331,41
Materi,1.0868826498354354,10.647943465363541,39
Ouaké,1.4693622712935206,9.484242280927365,75
Location #13332,2.5759983634258945,11.424100363708758,54
Ouaké,1.5456607884915998,9.582621199182347,41
Béroubouay,2.7701203113589314,10.557686315479598,59
Location #17098,2.706218268922556,11.010749506286375,21
Location #6009,1.811152799633904,8.109567308736784,155
Location #16663,2.7706468003367415,10.943592560785445,31
Tchaourou,2.8752719375166396,9.09797796935058,44
Kikira,1.5458396713245846,9.877876094498134,54
Djougou,1.786527131410324,9.68793225107882,34
Boukombé,1.0578758247792428,10.236557263328825,144
Location #8960,2.9756866142534375,10.438825807375006,93
Gnonkourakali,2.9681954249636986,9.968748606410447,44
Location #3702,2.0761803453599508,6.464340799687085,286
Wonsiô,2.8812104967877485,9.621246969161072,121
Sontou,2.8843785595517986,9.72671972456386,52
Location #11515,2.206722891830034,7.1501880483921205,67
Location #15591,2.669306627848157,11.443814781865454,41
Nikki,3.397532978204396,10.037887711301693,124
Copargo,1.6057037855471095,9.757380661848536,678
Kalalé,3.274394583627429,10.408840993429507,1088
Location #9916,1.092877131515749,10.559392410995853,80
Location #10370,2.6262348984271666,11.5858601850405,75
Location #15491,2.678460450128906,11.447710440355277,41
Lobogo,1.930777152352305,6.6152280240607775,227
Ouidah,2.078394667501837,6.420670910007059,72
Natitingou,1.4166604306438944,10.305686263744462,54
Boubou,2.4741983521424724,8.098973393905519,46
Dassa-Zoumé,2.369185312933203,7.584579702262676,101
Aledjo-Koura,1.4411575738812235,9.380717125999565,49
Ouèssè,2.7566665664758974,8.512819546712738,36
Location #4758,2.5593158241382814,11.648903730735938,209
Gnonkourakali,2.9409269504607685,10.005299025624307,49
Location #5716,1.6712716364058708,9.17879685123725,165
Location #15644,1.6781192352154968,9.187604380733024,41
Kokey,2.5602463707430716,11.41558294535892,44
Location #17013,2.0341163785608893,10.43525542530691,23
Location #5728,1.9177330451249142,7.434472510623423,165
Nikki,3.3139646083645085,9.98690182447432,46
Location #16976,2.4299084535997384,11.454171130409614,23
Location #14646,2.5855009898680597,11.343198323974036,46
Tchaourou,2.7246937558411717,9.146595254435894,188
Zinkanme,1.9659329766652287,7.3398761067944145,289
Location #6619,2.261622425025555,6.722497417541745,137
Location #17000,2.7668319312505965,10.660644393459153,23
Savalou,2.031561927914021,7.691648981514318,126
Za-Kpota,2.207822608891476,7.160640045477063,144
Location #10468,2.0987542437990387,8.305372422146096,75
Damè-Centre,2.2003683176638105,6.876151353564846,18
Ita-Djebou,2.6516495824727278,6.845027331105722,52
Tagayé,1.3090145083823943,10.29848570305314,44
Sakété,2.716016034837522,6.871128418015209,338
Location #12968,1.3592085713598265,10.002661507139596,57
Basso,3.6234297731052694,10.560198639684788,52
Ouèssè,2.122415251033223,6.392315376253714,95
Dassa-Zoumé,2.0624663164048274,7.739424119727027,23
Allada,2.0409969970905206,6.702229891702976,116
Location #16353,1.6436498116131,9.164115451847008,34
Location #2653,2.140232424547958,6.779874104619595,428
Karunji,3.5928373298049108,10.004870319098474,46
Location #6060,2.1904901592445976,7.200454206786376,155
Djougou,1.758329436951949,9.733991404602419,271
Banhoun-Kpo,2.6549779557878614,9.652327107326423,52
Gouka,1.9514264655880598,8.13219411974476,75
Pobè,2.6344644784544693,7.067029272925188,90
Tchagarana,2.91885630332155,12.33791837775255,57
Tiélé,1.2189190899404028,10.70211432359819,57
Agouna,1.6961006186099614,7.5986275531078045,67
Gbégourou,2.7190708205013956,9.4740202849779,36
Avlamè,2.124407297943692,7.108703245744156,73
Tchaourou,2.7129371029112357,9.059429750079044,52
Sori,2.7873716724814104,10.70317687431805,49
Kokourogou,2.2480326850639765,11.254458715149681,34
Djougou,1.753860760454805,9.855474594994579,67
Location #6412,2.5742353481164666,11.53500414413617,144
Savalou,1.8967320997064312,7.850373803801006,39
Location #7331,1.6198579723289295,9.39533508292489,121
Savalou,1.7245689978003507,7.68339300384533,85
Igba,2.580255907729752,7.003344617188557,23
Djidja,1.9437709373722445,7.378674656368712,1015
Banikoara,2.531076617791593,11.252868702767865,54
Bembéréké,2.701779316331797,10.24114327506279,101
Location #15060,2.2815903861253943,6.996853693007365,44
Kétou,2.7065010212750424,7.6499368124598845,142
Tchaourou,2.7044259488890616,8.955318653690192,98
Kori,2.42320070916413,9.979863385147308,98
Dogbo,1.6430918026557844,6.740198948468182,82
Igbèrè,1.9659338083852136,8.994591611035554,62
Kouandé,1.724723958284184,10.039123519181661,49
Kouandé,1.6766481319268691,10.154303716521335,72
Malanville,3.1729079633098753,11.573652381948161,34
Tchaourou,2.894124527519237,9.222914992524187,52
Kerou Bagou,2.7035196931974466,10.746979224783523,49
Materi,1.0112359578775048,10.641905063100074,77
Savalou,1.7575701635342058,7.905554750120799,52
Kouandé,1.6833755567424757,10.059557158100652,44
Location #16887,2.3689686313914464,10.908000368079035,26
Founougo,2.6110443567096637,11.543038711330754,52
Tchaourou,2.5319984413082985,9.237313964821302,75
Ouaké,1.42372233913303,9.726135033686974,101
Setto,2.0546471027498505,7.515807142634808,49
Banikoara,2.534224087583782,11.204356969131505,85
Location #15139,1.4655537337963302,9.93774259900912,44
Location #13191,1.922604114776247,7.186913347790564,54
Tchakama,3.302625275440149,10.92402870547145,34
Kalalé,3.4724092737246512,10.309500382646593,39
Pobè,2.6987838247113287,7.070999051572928,46
Tchaourou,2.581647478759183,9.241249796726029,39
Banikoara,2.536255581749869,11.223525614974568,39
Kouporgou,1.1217319135178065,10.262580346191825,82
Location #15658,2.7180060034874964,11.346672645234404,41
Yingnimpogou,2.47801206297994,11.533613943925898,49
Banikoara,2.4350754211473795,11.1423392174168,34
Kalalé,3.30096104054401,10.16326120141581,70
Ouidah,2.0701411763979287,6.436283453494356,124
Kanyi,3.675815304764784,10.821671964670701,46
Natitingou,1.4797352818491125,10.335811387693486,54
Nikki,3.1633951993211133,10.014391542026058,44
Kouandé,1.6408929167840693,9.987501777046033,41
Pobè,2.6838975772261366,7.064178560818971,62
Ifangni,2.7228024377629936,6.613481062047581,67
Ouara,2.6171780433620393,10.70146961347158,36
Savalou,1.9166317104170818,7.898003103933022,637
Nikki,3.454052682406176,10.050495656884634,101
Location #13472,2.0733150971057253,6.514695381527022,54
Natitingou,1.5076905076501372,10.246292630497521,253
Pèrèrè,3.1392766432750787,9.691028035900503,90
Ouara,2.6746183230976004,10.649817098760405,28
Tanguieta,1.2477647088989092,10.67832280059509,54
Location #15022,1.3931976485622672,9.905157524969818,46
Location #7244,2.7196025827316577,10.65781875031016,121
Dogbo,1.7324303870529774,6.789417458353668,222
Location #16855,1.587637780010857,9.56418281753979,28
Location #15681,1.7349964173751171,9.602080479517925,41
Seyigbé,2.035447922437884,6.3318979794429096,72
Ouara,2.6351301555627233,10.592789770825004,57
Nikki,3.214262675772978,9.98336545730005,101
Savalou,2.1436162526811775,8.156710175933588,34
Location #6545,2.0455048486033016,8.19149224063759,139
Karunji,3.5868011865222384,9.972249782082903,59
Tchaourou,2.927806419178721,9.203722626863996,28
Location #8827,2.381786355408517,6.65513149087913,95
Bopa,1.939429704126248,6.641558798701936,72
Location #4763,1.9740474256733211,7.2250546726375315,209
Location #16615,2.796804574845574,10.621427766618027,31
Location #14559,1.2285171544572007,10.087409098920515,49
Tounga Dambaka,3.3563283153507473,11.336122927510173,44
Wassa,1.6353852953786108,9.543338699554347,160
Ounet,2.429170416682654,11.129806551680398,34
Kétou,2.6531494158768156,7.558322641539248,64
Kpebera,2.7016484809192796,10.435961248465336,77
Ouèssè,2.4758979985159955,8.136878901972723,72
Kouandé,1.6027085427628722,9.969151268273741,64
Takotiéta,1.09962326752305,10.330658472677415,137
Location #5612,2.4157029291663186,6.982487183575593,170
Kouandé,1.6143924727784151,10.283822482993884,52
Bonhanrou,2.460167418190268,11.429083416524948,139
Location #15226,2.8129049541663784,10.641502604101849,44
Location #14397,1.7579701372419885,7.595537633865578,49
Setto,2.0505414533000526,7.540145396795485,75
Ouaké,1.400799153216521,9.594525358257247,85
Tchaourou,3.0218101253254868,9.313723646010413,52
Yossinandé,2.494014117613918,11.402853767252921,34
Tchaourou,2.8309210783271186,9.156538040382907,46
Location #17015,2.815651470864823,10.951330662588912,23
Location #13738,1.6513380603999095,7.578429569102346,52
Konarou,2.84998584615016,10.312374065413922,41
Location #7111,1.405535718130685,9.890168578784882,124
Dassa-Zoumé,2.420043763164395,7.668935456370066,34
Location #16696,2.07002617374534,11.023520995950124,31
Toura,3.113246918758527,12.162087350138341,72
Tchaourou,2.9045399005599113,9.331468478958213,82
Location #9272,2.6122508893671523,10.596830116468428,88
Tchaourou,2.391556345061733,9.367850671911464,46
Location #16230,1.8600788383790137,7.522184523756458,36
Location #16389,2.692290996966448,9.536538183031867,34
Savalou,1.732167006992313,7.732272864153381,1083
Location #14740,2.8090925380283966,10.998816485521713,46
Ichaagba Adoundoun,2.600637820657481,7.130208844052905,57
Location #1476,2.057633542905386,6.537047091068593,830
Poto,2.558878245870532,11.31341904175444,28
Gougnirou,2.4513440633807257,11.455986364392478,49
Sikouro,2.812839749428249,10.072078059649671,36
Kalalé,3.506570135357653,10.449736768039001,62
Sinkparou,2.9163961597986967,11.154117626130224,39
Location #2192,2.0747932739243806,10.154986119050196,534
Location #13104,1.1501249344526794,10.157498651558178,54
Location #9623,2.5369504200082975,11.138018739456218,82
Comè,1.859083784302494,6.379212231480131,183
Location #14899,2.2062415969328395,7.45656834702686,46
Kouandé,1.5456879073762098,10.031232814108874,704
Abidomey,2.5674751423672597,6.709196877405142,98
Dassa-Zoumé,2.433740676652863,7.563515006632388,307
Location #15046,2.6242722830492466,11.423341109001862,44
Dassa-Zoumé,2.406097258080641,7.669675558384343,59
Location #13227,2.6345747505049943,11.478391475330152,54
Malanville,3.515838987403802,11.787337661160675,985
Location #16022,1.7378408098265816,9.914993464321116,39
GNEL DJAOUGA,3.384011928422817,10.061792049288734,49
Kori,2.6167166578718066,9.900903308146814,137
Djougou,1.7071435590904773,9.615652582457823,34
Donwari,2.832707399110912,11.108366886722749,39
Wassa-Maro,2.1028971167333874,10.239469277601604,54
Pobè,2.7158093532277667,7.104693156211857,67
Location #2228,2.013267301554643,6.980326389966589,523
Kalalé,3.479743640757076,10.256910839121401,552
Location #6856,1.9743659624517162,7.236461441808247,131
Sakété,2.7268702154906133,6.841456864277261,240
Location #8833,2.0909547591990463,8.25095605562702,93
Damè-Centre,2.1941690704204686,6.822976384624653,263
Kandi,2.819578261020847,11.040343545489847,85
Dagbla,2.5620206311128078,7.096185859899986,108
Kwara Tégui,3.1032104216465615,12.138905011142961,387
Lobogo,1.9354474338102936,6.680823416536576,59
Ouaké,1.4643808064212434,9.652774960230678,54
Location #14342,2.17758705527243,7.021611131194513,49
Kandi,2.882806746779839,11.256704296268342,165
Allada,2.1277195524067007,6.646491971375864,186
Location #13730,2.576379873673391,6.653789446448511,52
Location #7748,1.76000058317232,6.494780105398148,113
Tchaourou,2.633826637451043,9.016385128860849,70
Dassari,1.167437611785434,10.778378107715762,405
Nikki,3.255736800825358,10.105511268982534,240
Location #7036,2.248934840063023,6.797731188262817,126
Location #9731,2.4075789168945927,11.009149186097378,82
Location #6197,2.6884825053606227,10.63545477325665,149
